ingredient_text,allergens
"INGREDIENTS: brazil nut, scallop, paneer, paprika extract (as stabilizer), milk powder, marzipan, beta carotene, modified wheat starch, artificial flavors, beer nuts, peanut paste, vitamin D, annatto, cream, monkey nuts, natural flavors, mollusc extract, wheat bran","dairy,molluscs,peanut,tree_nuts,wheat"
"artificial flavors, maltodextrin, natural colors, corn starch, salt, vitamin E",none
"peanut oil, natural colors, riboflavin (for texture), lactic acid, maltodextrin",peanut
"fish stock, tuna, potassium chloride, beta carotene, peanut oil, surimi, celery juice, vitamin E, corn starch, lupine, lactic acid, yogurt, celeriac","celery,dairy,fish,lupin,peanut"
"lactic acid, citric acid, sugar, glucose, dextrose, sodium bicarbonate, annatto, folate",none
"turmeric, magnesium carbonate, niacin, seafood, mussel, shrimp paste, corn starch","molluscs,shellfish"
"salt, potassium chloride (for texture), carrageenan, turmeric (as preservative), dextrose, natural colors, sodium bicarbonate, magnesium carbonate",none
"yeast, canola oil, citric acid, tapioca starch, fish extract, fish, paprika extract, sodium bicarbonate, guar gum",fish
"potassium chloride, folate, artificial flavors, corn starch, mussel, carrageenan (as preservative), modified starch, canola oil, scallop, corn syrup",molluscs
"INGREDIENTS: natural flavors (as stabilizer), lactic acid, (processed in a facility that also processes fish, molluscs), lupin flour, baking powder, artificial flavors. MAY CONTAIN mustard, peanut DUE TO SHARED EQUIPMENT","fish,lupin,molluscs,mustard,peanut"
"peanut sauce, carrageenan, maltodextrin, lupin protein, annatto, seafood, beer nuts, shrimp paste, sugar, prawn, paprika extract, salt, magnesium carbonate","lupin,peanut,shellfish"
"til, palm oil, preservatives (as preservative), potato starch, magnesium carbonate, citric acid, canola oil",sesame
"fructose (for texture), guar gum, vegetable oil, beer nuts, modified starch, dextrose, vitamin D, textured vegetable protein, peanut paste, turmeric, soy protein, natural colors","peanut,soy"
"INGREDIENTS: calcium carbonate, folate, sugar, water, baking powder, citric acid",none
"sugar (for color), artificial flavors, vitamin E, invert sugar, corn syrup (as preservative), niacin (for texture)",none
"INGREDIENTS: sodium bicarbonate, annatto, water",none
"INGREDIENTS: invert sugar, celery salt, maltodextrin, celery spice, preservatives",celery
"INGREDIENTS: miso, whole wheat flour, milk protein, xanthan gum, wheat bran, potassium chloride, lupin, magnesium carbonate (for color), skimmed milk powder, salt, tempeh, thiamine, guar gum, almond, lupin flour, sugar, annatto, semolina. CONTAINS soy, dairy. MAY CONTAIN mustard DUE TO SHARED EQUIPMENT","dairy,lupin,mustard,soy,tree_nuts,wheat"
"INGREDIENTS: sunflower oil, xanthan gum, riboflavin, magnesium carbonate, salt, thiamine, turmeric, tapioca starch",none
"INGREDIENTS: annatto, palm oil, rice flour, lecithin, potassium chloride, egg powder, lactic acid, egg protein, sesame paste, magnesium carbonate, pasteurized egg","egg,sesame"
"tahini, rice flour, til, sesame flour, wheat, vitamin D, natural flavors, modified wheat starch, artificial flavors, celery leaves, preservatives, celery seeds, modified starch (for texture), folate","celery,sesame,wheat"
"celery, paprika extract (for texture), dextrose, sugar",celery
"lupine, lupin, peanut paste, corn starch, arachis oil, tapioca starch, natural flavors, (produced in a facility that handles lupin), abalone, fructose, preservatives, goober peas","lupin,lupin,molluscs,peanut"
"invert sugar (for color), lupin concentrate, lupine, sunflower oil (for color), corn starch, turmeric, xanthan gum",lupin
"invert sugar, dextrose, sodium bicarbonate",none
"ghee, hazelnut, corn starch, rice flour, milk protein isolate, almond, vitamin D, sugar, walnut oil, dairy cream","dairy,tree_nuts"
"vitamin D, shellfish extract, vitamin E, (manufactured on equipment that also processes lupin, egg), calcium carbonate, xanthan gum (as preservative), magnesium carbonate, salt","egg,lupin,shellfish"
"canola oil, (may contain traces of molluscs, dairy), niacin, corn syrup, beta carotene, glucose, lactic acid","dairy,molluscs"
"INGREDIENTS: baking powder, maltodextrin, palm oil, mono and diglycerides, niacin",none
"celery juice, celery seeds, citric acid, preservatives, lecithin, wheat, vitamin E, bread crumbs, baking powder, maltodextrin, beer nuts, niacin, celeriac, riboflavin","celery,peanut,wheat"
"sugar (for color), natural flavors, vegetable oil, carrageenan, corn syrup, sesame seed, lactic acid",sesame
"mustard oil, dijon mustard, mustard paste, salt, palm oil, paprika extract",mustard
"durum wheat, guar gum, semolina, potato starch, lecithin, salt, natural colors (for texture), milk fat, wheat protein, fructose, corn syrup, mono and diglycerides","dairy,wheat"
"INGREDIENTS: soy flour, squid, (produced in a facility that handles egg), edamame, invert sugar, soy protein, sunflower oil, oyster, vegetable oil, scallop, prawn. CONTAINS shellfish","egg,molluscs,shellfish,soy"
"potassium chloride, mono and diglycerides, riboflavin, vegetable oil, abalone, dextrose, sunflower oil, scallop, oyster",molluscs
"riboflavin, egg yolk, citric acid, mono and diglycerides (as preservative), natural flavors, egg protein, preservatives, dextrose",egg
"INGREDIENTS: maltodextrin, wheat, thiamine, vitamin E, riboflavin, lupini, artificial flavors, lupin concentrate, paprika extract, lupini beans","lupin,wheat"
"INGREDIENTS: xanthan gum, annatto, paneer, lupine, preservatives. CONTAINS lupin. MAY CONTAIN lupin, mustard DUE TO SHARED EQUIPMENT","dairy,lupin,mustard"
"baking powder, almond milk, marzipan, rice flour, oyster, palm oil, lecithin, mustard flour, water, vitamin E, corn starch, mustard, pine nut, salt, dijon mustard","molluscs,mustard,tree_nuts"
"lupini beans, pasteurized egg, egg, guar gum, lactose, lupine, cheese, preservatives, potassium chloride, folate, maltodextrin (for texture), magnesium carbonate, sodium bicarbonate (for texture), salt","dairy,egg,lupin"
"INGREDIENTS: citric acid, calcium carbonate, sugar",none
"folate, calcium carbonate, citric acid, modified starch (as stabilizer), fructose",none
"carrageenan, glucose, preserved with sulfites, corn starch, baking powder, pecan, preservatives, sulphites, almond, artificial flavors, rice flour, wine preservative (sulfites), cashew butter, riboflavin","sulphites,tree_nuts"
"sesame seed, baking powder, sodium bicarbonate, turmeric, niacin, citric acid, water, snail, mono and diglycerides, mussel, dextrose","molluscs,sesame"
"sodium bicarbonate, canola oil, paprika extract, annatto, guar gum (as preservative)",none
"INGREDIENTS: potassium chloride, paprika extract, oyster, dextrose, guar gum, tapioca starch, yeast, oyster sauce, riboflavin, mollusc powder",molluscs
"INGREDIENTS: baking powder, glucose, vitamin A, fructose, shellfish extract, carrageenan. CONTAINS shellfish",shellfish
"annatto (for texture), canola oil, yeast, lecithin, (produced in a facility that handles tree_nuts, sulphites, celery)","celery,sulphites,tree_nuts"
"pistachio, mono and diglycerides (as stabilizer), xanthan gum, almond flour, natural flavors, artificial flavors, walnut oil, rice flour, sesame flour, vitamin E (for color)","sesame,tree_nuts"
"thiamine, vegetable oil, preservatives, palm oil, glucose, corn syrup (as stabilizer), soy protein, vitamin A, anchovy, fish sauce, salt","fish,soy"
"INGREDIENTS: potato starch, mono and diglycerides, salt, folate, dextrose",none
"mustard extract, mustard seed, vitamin D (for color), canola oil, mustard oil, thiamine",mustard
"pasta, soya, milk protein, white sesame, invert sugar, fish protein, canola oil, mackerel, (may be present: shellfish, lupin), fructose, casein, sunflower oil (for color), vitamin E, durum wheat, guar gum, sesame oil, sesame protein","dairy,fish,lupin,sesame,shellfish,soy,wheat"
"sunflower oil, lactic acid, mayonnaise, corn syrup, sugar, vitamin D (for texture), natural flavors, invert sugar",egg
"til, vitamin E, citric acid, magnesium carbonate",sesame
"INGREDIENTS: albumin, niacin, dried egg, globulin, lupin bean powder, canola oil, turmeric. CONTAINS egg, lupin. MAY CONTAIN tree_nuts, soy DUE TO SHARED EQUIPMENT","egg,lupin,soy,tree_nuts"
"riboflavin, vitamin D, mono and diglycerides",none
"thiamine, mono and diglycerides, vegetable oil",none
"marzipan, walnut, carrageenan (for texture), fructose, riboflavin, beta carotene, fish powder, natural colors, almond paste, globulin, dried albumin, egg powder, sunflower oil, sulphites, canola oil (for color)","egg,fish,sulphites,tree_nuts"
"thiamine, vegetable oil, beta carotene (as preservative), paprika extract, natural colors, sunflower oil, lupini, potato starch, guar gum, lupin protein",lupin
"calcium carbonate, (produced in a facility that handles celery, sulphites, egg), sunflower oil (as stabilizer), water","celery,egg,sulphites"
"INGREDIENTS: natural colors, thiamine, dijon mustard, vitamin A, vitamin D, niacin, natural flavors, mustard powder, magnesium carbonate, sunflower oil. CONTAINS mustard",mustard
"INGREDIENTS: natural colors, crayfish, lactic acid, vitamin D, potassium chloride, sodium bicarbonate (for texture). MAY CONTAIN celery DUE TO SHARED EQUIPMENT","celery,shellfish"
"INGREDIENTS: potato starch, goober peas, (may be present: sulphites), rice flour, sunflower oil. MAY CONTAIN lupin, peanut, tree_nuts DUE TO SHARED EQUIPMENT","lupin,peanut,sulphites,tree_nuts"
"INGREDIENTS: paprika extract, glucose, water, almond milk, potassium chloride, riboflavin, white sesame, sesame protein, almond paste, brazil nut. CONTAINS sesame","sesame,tree_nuts"
"natural flavors, corn starch (for color), lactic acid, lecithin, annatto (for color)",none
"INGREDIENTS: sesame flour, celery seasoning, natural flavors, til, celery powder, folate, preservatives, vitamin E (for color), shrimp, sunflower oil, celery seeds, sodium bisulfite, white sesame, corn starch, vitamin A, preserved with sulfites, guar gum. MAY CONTAIN mustard, sesame DUE TO SHARED EQUIPMENT","celery,mustard,sesame,shellfish,sulphites"
"INGREDIENTS: clam juice, (may contain traces of soy, sulphites, lupin), potato starch, fructose, calamari, squid, maltodextrin","lupin,molluscs,soy,sulphites"
"vitamin D, paprika extract, niacin, meringue, glucose, sugar, potato starch",egg
"INGREDIENTS: water, curd, baking powder, milk, vitamin A, annatto, butter, natural colors, xanthan gum, carrageenan",dairy
"INGREDIENTS: lupin concentrate, monkey nuts, niacin, lupini, periwinkle, sweet lupin, paprika extract (for texture), citric acid, baking powder, sodium bicarbonate, folate, turmeric, corn syrup, goober peas, arachis oil. CONTAINS molluscs, peanut, lupin","lupin,molluscs,peanut"
"vitamin D, natural colors, white sesame, tapioca starch, corn syrup, turmeric, sesame, water, niacin",sesame
"INGREDIENTS: riboflavin, lysozyme, tempeh, sunflower oil, lecithin. CONTAINS soy, egg","egg,soy"
"annatto, cod, turmeric, natural colors, artificial flavors",fish
"sodium bicarbonate, calcium carbonate, baking powder, preservatives, niacin, tapioca starch, water, paprika extract",none
"salt, pasta, lecithin, whole wheat flour, vegetable oil, semolina, niacin",wheat
"INGREDIENTS: dextrose, invert sugar, peanut oil, salt, peanut, natural colors, beer nuts. CONTAINS peanut",peanut
"water, celery, sugar, thiamine, celery stalk, celery juice",celery
"meringue, vitamin E, modified starch, rice flour, potato starch, palm oil, albumin, egg yolk",egg
"potato starch, guar gum, corn syrup, natural flavors, carrageenan, vitamin D, natural colors",none
"INGREDIENTS: magnesium carbonate (for color), vitamin A, (may contain traces of mustard), tapioca starch, salt, sweet lupin, vitamin E, preservatives, tofu, lactic acid. CONTAINS lupin, mustard. MAY CONTAIN molluscs DUE TO SHARED EQUIPMENT","lupin,molluscs,mustard,soy"
"INGREDIENTS: salt, natural flavors, fructose, globulin, beta carotene, egg lecithin, carrageenan, lactic acid, sodium bicarbonate, dried egg",egg
"milk powder, almond milk, guar gum, almond paste, shrimp, crawfish, macadamia, crayfish, lecithin, tapioca starch, whey, casein, thiamine, carrageenan, maltodextrin, yeast","dairy,shellfish,tree_nuts"
"palm oil, mustard, celery stalk, sodium bicarbonate, mustard paste, prawn, potassium bisulfite, rice flour, corn starch, sulfites, guar gum, celery root, beta carotene, mustard oil, peanut sauce, shrimp paste, shellfish, celery leaves, peanut butter, natural flavors, citric acid (as preservative)","celery,mustard,peanut,shellfish,sulphites"
"INGREDIENTS: vitamin E, corn syrup, sodium sulfite, natural flavors, (processed in a facility that also processes mustard, dairy, sulphites), paprika extract. CONTAINS mustard, sulphites, sulphites. MAY CONTAIN molluscs DUE TO SHARED EQUIPMENT","dairy,molluscs,mustard,sulphites"
"INGREDIENTS: casein, paprika extract, potato starch, mono and diglycerides, glucose, paneer, fructose, vitamin D, lactic acid, butter, beta carotene. CONTAINS dairy. MAY CONTAIN dairy, mustard, wheat DUE TO SHARED EQUIPMENT","dairy,mustard,wheat"
"INGREDIENTS: canola oil, peanut oil, monkey nuts, peanut butter, modified starch, invert sugar. MAY CONTAIN tree_nuts, egg DUE TO SHARED EQUIPMENT","egg,peanut,tree_nuts"
"globulin, magnesium carbonate, xanthan gum, scallop, rice flour, wheat bran, mustard oil, riboflavin, calamari, vitamin E","egg,molluscs,mustard,wheat"
"INGREDIENTS: sulfur dioxide, citric acid, milk powder, cashew, water, yeast, sodium caseinate, marzipan, vitamin D, milk protein, almond milk, lactic acid, beta carotene, natural flavors. CONTAINS tree_nuts, dairy, sulphites","dairy,sulphites,tree_nuts"
"INGREDIENTS: vegetable oil, corn starch, natural flavors, (manufactured on equipment that also processes soy, lupin, fish), mono and diglycerides, lecithin. CONTAINS lupin, soy, fish","fish,lupin,soy"
"INGREDIENTS: baking powder, corn starch, citric acid, fish protein, tamari, xanthan gum (for texture), rice flour, salmon, lecithin. CONTAINS fish. MAY CONTAIN soy DUE TO SHARED EQUIPMENT","fish,soy"
"INGREDIENTS: lactic acid, tahini, sesame oil, sesame protein, riboflavin, fructose, rice flour, canola oil, invert sugar. MAY CONTAIN celery DUE TO SHARED EQUIPMENT","celery,sesame"
"wheat germ, egg powder, lecithin, egg white, folate, fish extract, vitamin A, glucose, niacin, sesame, egg, (processed in a facility that also processes fish, egg), white sesame","egg,egg,fish,fish,sesame,wheat"
"INGREDIENTS: baking powder, natural colors, magnesium carbonate, rice flour, lactic acid, niacin, guar gum",none
"INGREDIENTS: fish sauce, tapioca starch, calcium carbonate, vitamin A, palm oil, soy lecithin, soy, anchovy, tempeh, casein. CONTAINS dairy","dairy,fish,soy"
"mollusc extract, carrageenan, invert sugar, riboflavin, tuna, abalone, sardine, vitamin A, cod","fish,molluscs"
"xanthan gum (as stabilizer), lactic acid, fructose, dried albumin, egg yolk, modified starch, palm oil",egg
